question_id,question,opa,opb,opc,opd,ans
4332,Giant hyperophy of gastric mucosa similar to brain surface is seen in -,Peptic ulceration,Carcinoma stomach,Menetrier's disease,Leomyosarcoma,2
4333,Dens in dente is most commonly seen in:,Premolars,Paramolars,Lateral incisors,Maxillary canine,2
4334,Antibody coated bacteria (A.C.B.) is characteristic of which one of the following conditions?,Glomerulonephritis,Pyelonephritis,Hypeension,Perinephric abscess,0
4335,A patient with Carcinoma cheek has tumor of 2.5 cms located close to and involving the lower alveolus. A single mobile homotateral node measuring 6 cm is palpable. Based on these clinical findings TNM stage of the tumor is,T1 N1 Mo,T2 N2 Mo,T3 N1 Mo,T4 N2 Mo,1
4336,Which of the following is the most common type of head and neck cancer,Squamous cell carcinoma,Adenocarcinoma,Adenoid cystic carcinoma,Melanoma,0
4337,Multiple connective tissue disorder not associated with ?,SLE,Systemic sclerosis,Polymyositis,Sjogren's syndrome,3
4338,Which of the following is a special stain used to diagnose fungal hyphae in tissues -,Masson trichome,Silver methenamine,Congo red,Alizarin red,1
4339,Most common translocation in acute promyelocytic leukemia (APML) is,t (8:14),t (9:22),t (15:17),t (8:21),2
4340,Fibrinoid necrosis can be seen in:,Abscess cavity.,Pancreas.,Heart.,Peptic ulcer.,3
4341,Autopsy finding after 12hrs in a case of death due to M.I. -,Caseous necrosis,Coagulative necrosis,Fat necrosis,Liquefactive necrosis,1
4342,"A 40-year-old man is pulled from the ocean after a boating accident and resuscitated. Six hours later, the patient develops acute renal failure. Kidney biopsy reveals evidence of karyorrhexis and karyolysis in renal tubular epithelial cells. Which of the following biochemical events preceded these pathologic changes?",Activation of Na+/K+ ATPase,Decrease in intracellular calcium,Decrease in intracellular pH,Increase in ATP production,2
4343,Hereditary retinoblastomas,13pl4,14pl3,14ql3,13ql4,3
4344,Cells most sensitive to hypoxia are:,Myocardial cells,Neurons,Hepatocytes,Renal tubular epithelial cells,1
4345,Complications of Vincent's angina is:,Actinomycosis,Noma,Systemic candidiasis,CeLlulites,1
4346,"Which of the following is known as the ""guardian of the genome"" -",p53,Mdm2,p14,ATM,0
4347,Which of the following viruses are not implicated in human malignancies:,Epstein-Barr virus,Herpes simplex virus type I,HTLV 1,Papilloma virus,1
4348,"A histologic evidence of widespread formation of globular hypocaLcified dentin and puLp horns reaching the dentinoenamel junction, absence of lamina dura around the tooth in radiograph are the characteristic features of",Vitamin-D resistant rickets,Hypophosphatasia,Hypervitaminosis-A,Vitamin-A deficiency,0
4349,Breast CA with best prognosis,Mucinous,Medullary,Invasive ductal,Lobular Ca,0
4350,BRCA-1 gene is located at chromosome location,17p2l,17q21,13p21,13q21,1
4351,The most common malignant neoplasm of infancy is -,Malignant teratoma,Neuroblastoma,Wilms' tumor,Hepatoblastoma,1
4352,Gray hepatization of lungs is seen on day:,1,3-Feb,5-Mar,7-May,2
4353,Most common causative agent for meningitis after spinal subarachnoid block is,Staphylococcus epidermidis,Staphylococcus aureus,Pseudomonas,Streptococcus,0
4354,Gray hepatization of lungs is seen on the day -,1,3-Feb,5-Mar,7-May,3
4355,Henoch-Schonlein purpura is characterized by the deposition of the following immunoglobulin around the vessels -,IgM,IgG,IgA,IgE,2
4356,Mutation of which of the following gene is most impoant in paroxysmal nocturnal hemaglobinuria?,Decay accelerating factor (DAF),Membrane inhibitor of reactive lysis (MIRL),Glycosyl phosphatidyl inositol (GPI),CD8 binding protein,2
4357,"A 75-year-old woman lives alone and eats sparingly because of her low fixed retirement income. For the past 2 weeks, she has noticed pain in her right leg. On physical examination, there is marked tenderness to palpation over the lateral aspect of the right shin, a poorly healed cut on the right hand, and a diffuse hyperkeratotic skin rash. A radiograph shows a right tibial diaphyseal subperiosteal hematoma. Laboratory studies show a hemoglobin level of 11.3 g/dL. A deficiency of which of the following nutrients is most likely to explain these findings?",Ascorbic acid,Folate,Niacin,Riboflavin,0
4358,Aganglionic segment is encountered in which pa of colon in case of Hirschsprung disease ?,Distal to dilated segment,In Whole colon,Proximal to dilated segment,In the dilated segment,0
4359,Reactionary hemorrhage occur within: March 2010,24 hours,1-2 days,2-4 days,4-6 days,0
4360,Given Condition is due to a defect in the normal keratinization of the oral mucosa:,White sponge Nevus.,Erythema multiformae.,Incontinentia pigmenti.,Systemic sclerosis.,0
4361,Disease characterized by insidious onset and by an absolute increase in number of circulating RBCs and in total blood volume?,Leukopenia,Osler's disease,Mediterranean disease,Aplastic anaemia,1
4362,Perleche is caused by,decreased interdental space,increased interdental space,Lack of Vit-C,Trauma to the corners of the mouth,1
4363,Chocolate-coloured fluid is seen in the cystic space of,Dentigerous cyst,Odontogenic keratocyst,Unicystic ameloblastoma,Papillary cystadenoma tymphomatosum,3
4364,Reversible change from on cell type to other is known as?,Hyperplesia,Hypertrophy,Metaplesia,Dysplasia,2
4365,"""Onion skin"" fibrosis of bile duct is seen in -",Primary biliary cirrhosis,Primary sclerosing cholangitis,Extrahepatic biliary fibrosis,Congenital hepatic fibrosis,1
4366,Necrotizing arterioritis with fibrionoid necrosis is -,Immediate hypersensitivity,Cell mediated immunity,Antigen-antibody complex mediated,Cytotoxic cell mediated,2
4367,A patient has just been admitted to hospital for observation. Based on patient's laboratory results. What is the patient's primary problem?Hematocrit 45%Hemoglobin 16g/dlPlatelets 50×109/L,Hemochromatosis,Deep vein thrombosis,Hepatic vein thrombosis,Recurrent nose bleeds,3
4368,What does cardiac polyp means -,Acute infarct,Cardiac aneurysm,Benign tumour,Fibrinous clot,3
4369,Which of the following forms of penumoconiosis is associated with an increased susceptibility to tuberculosis?-,Asbestosis,Silicosis,Coal worker,Stannosis,1
4370,Prognosis in a soft tissue tumour is determined by -,Grade of tumour,Bulk of the tumour,Depth of Invason,Lymph nodal involvement,0
4371,"Disease presenting as soft, velvety, verrucous, hyperpigmentation of axillae in an adult with adenocarcinoma stomach is:",Pemphigus,Acanthosis,Pemphigoid,Contact dermatitis,1
4372,Not present in Sideroblastic anaemia is ?,Microcytic anaemia,Decreased transferrin saturation,Sideroblast cells in blood smear film,Ineffective erythropoesis,1
4373,A patch test is what type of hypersensitivity?,Type 4,Type 1,Type 2,Type 3,0
4374,Kaposis sarcoma is seen with ?,HCV,HPV,HSV,HHV,3
4375,Which of the following is the ovarian counterpa of testicular seminoma,Brener 's tumor,Endodermal sinus tumor,Dermoid,Dysgerminoma,3
4376,Which of the following should not be used in the ROSACEA?,Isoetretin,Metronidazole,Steroids,Benzoyl peroxide,2
4377,Curschmann spirals are characteristic of which of the following airway disease?,Chronic bronchitis,Emphysema,Atelectasis,Bronchial asthma,3
4378,Angiosarcoma of the liver can occur due to occupational exposure to:,Asbestos,Benzene,Vinyl chloride,Toluene,2
4379,In which of the following conditions that cause polycythemia is the serum erythropoietin extremely low -,Dehydration,Renal cell carcinoma,Renal cell carcinoma,Polycythemia vera,3
4380,Gene for retinoblastoma is located on,Chromosome 13,Chromosome 1,Chromosome 10,Chromosome 5,0
4381,A female patient presented with a firm mass of 2 x 2 cmsin the upper outer quadrant of the breast. She gives afamily history of ovarian carcinoma. The investigationthat needs to be done to assess for mutation is :,p53,BRCA-2,Her 2/Neu gene,C-myc gene,1
4382,A 27 year old man presents to a physician because he was not able to feel a burn that he had sustained on the stove burner. Neurologic studies demonstrate bilateral loss of pain and temperature sensation in the upper extremities with preservation of touch sensation. No motor abnormalities are observed. This patient's condition has been most frequently associated with which of the following?,Arnold-Chiari malformation,Broca's aphasia,Horner's syndrome,Tabes dorsalis,0
4383,Antibody associated with cold antibody immunohemolytic anemia is:,IgA,IgE,IgG,IgM,3
4384,A 45-year-old man with cirrhosis due to al-antitrypsin deficiency receives a liver transplant. He is at increased risk of developing which of the following types of emphysema?,Centriacinar,Paraseptal,Panacinar,Compensatory,2
4385,Pathological change in brain in cerebral malaria is -,Cerebral edema,Microvascular occlusion,ICT,Space occupying lesion,1
4386,Liver in hemochromatosis is stained by -,Perl's iron stain,Alcian blue,Congo Red,Massontrichome,0
4387,Amino acid that is high in root dentin used for age estimation is,Tyrosine,Serine,Aspartic acid,Glycine,2
4388,Least likely to be Pre-leukemic condition is ?,Paroxysmal nocturnal hemoglobinuria,Paroxysmal cold hemoglobinuria,Aplastic anemia,Myelodysplastc syndrome,1
4389,A 55 year old man newly diagnosed with leukemia undergoes genetic studies that reveal a t(9;22) translocation (the Philadelphia chromosome). Which of the following would a complete blood count most likely show?,Increased lymphocyte count,Increased neutrophil count,Numerous lymphoblasts,Numerous myeloblasts,1
4390,Squamous cell carcinoma spreads commonly,Implantation,Hematogenous spread,Lymphatic spread,Trancoelomic spread,2
4391,Predisposing factors for skin cancer are-a)  Smokingb)  U-V-light c)  Chronic ulcerd)  Infrared light,bc,c,ac,ad,0
4392,Characteristic feature of pagets cells is -,Eosinophilic cytoplasm,Abundant clear cytoplasm,Glycogen mass,Multinucleated giant cell,1
4393,Causative organism of rheumatic fever ?,Group A Streptococci,Staphylococci,Group B Streptococci,Group D Streptococci,0
4394,Post streptococcal glomerulonephritis in children is diagnosed by:,"Heavy proteinuria, high cholesterol, high ASO titer","Heavy proteinuria, hematuria, low ASO titer","Mild proteinuria, hematuria, high ASO titer","Mild proteinuria, high cholesterol, normal ASO titer",2
4395,The blood indices which reflects iron deficiency more accurately is -,MCV,MCH,MCHC,PCV,2
4396,Decrease in the normal basophilia of the nuclear chromatin in a necrotic cell is known as:,Pyknosis,Karyolysis,Karyorrhexis,Myelin figures,1
4397,The cause of scleritis is -,Collagen vascular disease,TB,Trauma,Glaucoma,0
4398,A diabetic patient is undergoing dialysis. Aspiration done around the knee joint would show,A beta 2 microglobulin,AA,AL,Lactoferrin,0
4399,Mucin is stained with:,PAS,Alcian blue,Oil red O,Sudan black,1
4400,Reed  Sternberg cells are seen in histopathological examination of:,African jaw lymphoma,Hodgkin's disease,Burkitt's lymphoma,Infectious mononucleosis,1
4401,Which of the following is inherited as autosomal recessive form?,Sickle cell anemia,Hemophilia,Hereditary spherocytosis,Glucose 6-P04 dehydrogenase deficiency,0
4402,Charactersitic feature of kidneys in diabetes mellitus is -,Nodular sclerosis,Fibrin cap,Papillary necrosis,Diffuse glomerulosclerosis,0
4403,Tigered effect in myocardium is due to:,Malignant change,Fat deposition,Seen in rheumatic fever,Associated with myocarditis,1
4404,"The most common salivary gland malignant neoplasm in
bones",Plemorphic adenoma,Adenoid cystic carcinoma,Muceopidermoid carcinoma,Aderrolymphorna,2
4405,"Following injection of lymphokines, the same class of immunoglobulin are produced. This is to be referred as:",Group switching,Clonal selection,Hybridisation,Class switching,1
4406,Geniculate neuralgia is caused in which of the following nerve?,5,6,7,8,2
4407,Hypokalemia is not present in :,Vomiting,Diarrhoea,Patient on diuretics,Chronic renal failure,3
4408,Histological finding of solitary rectal ulcer syndrome is:,Thick collagen band under endothelial layer,Intraepithelial collection of lymphocytes,Crypt hypoplasia,Increased muscle layer proliferation,3
4409,The most common benign tumor occurring in oral cavity is:,Papilloma,Fibroma,Adenoma,Epulis,1
4410,Thromboangitis obliterans is associated with -,HLA B27,HLA - DR4,HLA -B5,HLA - DR2,2
4411,DIC is seen in:,Acute promyelocytic leukemia,Acute myelomonocytic leukemia,CML,Autoimmune haemolytic anemia,0
4412,Following diagram indicates what type of inheritance,Mitochondrial,Autosomal recessive,Autosomal dominant,X-linked recessive,0
4413,Time taken by tissue to develop frank necrosis is around:,30 minutes,1 hour,2 hours,4 hours,3
4414,B cells are induced to produce IgE by which of the following,IL-2,IL-4,IL-1,IL-6,1
4415,The morphological pattern of inflammation shown here is:,Serous,Fibrinous,Purulent,Chronic,0
4416,"A 75-year-old woman has experienced increasing dull but constant pain in the back, right chest, left shoulder and left upper thigh for the past 6 months. She has now developed a sudden, severe, sharp pain in the left thigh. On physical examination, she has intense pain on palpation of the upper thigh, and the left leg is shorter than the right. A radiograph of the left leg shows a fracture through the upper diaphyseal region of the femur in a 5-cm lytic area that extends through the entire thickness of the bone. A bone scan shows multiple areas of increased uptake in the left femur, pelvis, vertebrae, right third and fourth ribs, upper left humerus, and left scapula. Laboratory studies show serum creatinine, 0.9 mg/ dL; total protein, 6.7 g/dL; albumin, 4.5 g/dL; total bilirubin, 1 mg/dL; AST, 28 U/L; ALT, 22 U/L; and alkaline phosphatase, 202 U/L. What is the most likely diagnosis?",Hyperparathyroidism,Metastatic carcinoma,Multiple myeloma,Osteochondromatosis,1
